hflu;spn;mcat
>lcl|NZ_QWLX01000002.1_cds_WP_168769357.1_1037 [gene=lnt] [locus_tag=FA898_RS05350] [protein=apolipoprotein N-acyltransferase] [protein_id=WP_168769357.1] [location=89195..90760] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000916509.1_1037 [gene=rpmA] [locus_tag=SPNHU17_RS05250] [protein=50S ribosomal protein L27] [protein_id=WP_000916509.1] [location=1039610..1039903] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003666076.1_1037 [locus_tag=MC195_RS05340] [db_xref=GeneID:66585933] [protein=TIGR02584 family CRISPR-associated protein] [protein_id=WP_003666076.1] [location=complement(1090005..1091066)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_136429395.1_1038 [gene=rsmE] [locus_tag=FA898_RS05355] [protein=16S rRNA (uracil(1498)-N(3))-methyltransferase] [protein_id=WP_136429395.1] [location=90813..91550] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_1038 [locus_tag=SPNHU17_RS05255] [protein=ABC transporter substrate-binding protein] [pseudo=true] [location=complement(1040108..1040313)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659370.1_1038 [gene=sodA] [locus_tag=MC195_RS05345] [db_xref=GeneID:66585934] [protein=superoxide dismutase [Mn]] [protein_id=WP_003659370.1] [location=complement(1091488..1092105)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005656292.1_1039 [locus_tag=FA898_RS05360] [protein=YqgE/AlgH family protein] [protein_id=WP_005656292.1] [location=91547..92107] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000587444.1_1039 [locus_tag=SPNHU17_RS05260] [protein=bifunctional riboflavin kinase/FAD synthetase] [protein_id=WP_000587444.1] [location=1040751..1041668] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659368.1_1039 [gene=ubiE] [locus_tag=MC195_RS05350] [db_xref=GeneID:66585935] [protein=bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE] [protein_id=WP_003659368.1] [location=1092509..1093366] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005648994.1_1040 [gene=ruvX] [locus_tag=FA898_RS05365] [protein=Holliday junction resolvase RuvX] [protein_id=WP_005648994.1] [location=92107..92526] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000592056.1_1040 [locus_tag=SPNHU17_RS05265] [protein=YitT family protein] [protein_id=WP_000592056.1] [location=complement(1041761..1042609)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003666073.1_1040 [locus_tag=MC195_RS05355] [db_xref=GeneID:66585936] [protein=hypothetical protein] [protein_id=WP_003666073.1] [location=1093363..1094007] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_110437709.1_1041 [gene=rdgC] [locus_tag=FA898_RS05370] [protein=recombination-associated protein RdgC] [protein_id=WP_110437709.1] [location=complement(92576..93502)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000161400.1_1041 [locus_tag=SPNHU17_RS05270] [protein=DegV family protein] [protein_id=WP_000161400.1] [location=1042751..1043590] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660612.1_1041 [locus_tag=MC195_RS05360] [db_xref=GeneID:66585937] [protein=2-octaprenylphenol hydroxylase] [protein_id=WP_003660612.1] [location=1094028..1095668] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005656300.1_1042 [locus_tag=FA898_RS05375] [protein=tyrosine-type recombinase/integrase] [protein_id=WP_005656300.1] [location=93697..94908] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001284644.1_1042 [locus_tag=SPNHU17_RS05275] [protein=HU family DNA-binding protein] [protein_id=WP_001284644.1] [location=1043697..1043972] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659362.1_1042 [locus_tag=MC195_RS05365] [db_xref=GeneID:66585938] [protein=adenine phosphoribosyltransferase] [protein_id=WP_003659362.1] [location=1095698..1096204] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649001.1_1043 [locus_tag=FA898_RS05380] [protein=helix-turn-helix domain-containing protein] [protein_id=WP_005649001.1] [location=complement(94945..95367)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000584923.1_1043 [locus_tag=SPNHU17_RS05280] [protein=ABC-F family ATP-binding cassette domain-containing protein] [protein_id=WP_000584923.1] [location=1044398..1046299] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660615.1_1043 [locus_tag=MC195_RS05370] [db_xref=GeneID:66585939] [protein=YeaC family protein] [protein_id=WP_003660615.1] [location=complement(1096357..1096647)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649003.1_1044 [locus_tag=FA898_RS05385] [protein=hypothetical protein] [protein_id=WP_005649003.1] [location=95492..95914] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_012291596.1_1044 [locus_tag=SPNHU17_RS05285] [protein=XRE/MutR family transcriptional regulator] [protein_id=WP_012291596.1] [location=1046302..1047165] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569913.1_1044 [locus_tag=MC195_RS05375] [db_xref=GeneID:66585940] [protein=NAD(+) kinase] [protein_id=WP_081569913.1] [location=complement(1096678..1097655)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649004.1_1045 [locus_tag=FA898_RS05390] [protein=hypothetical protein] [protein_id=WP_005649004.1] [location=95923..96696] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001083026.1_1045 [locus_tag=SPNHU17_RS05290] [protein=MFS transporter] [protein_id=WP_001083026.1] [location=1047245..1048423] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569914.1_1045 [locus_tag=MC195_RS05380] [db_xref=GeneID:66585941] [protein=Bax inhibitor-1/YccA family protein] [protein_id=WP_081569914.1] [location=1098009..1098728] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649006.1_1046 [locus_tag=FA898_RS05395] [protein=hypothetical protein] [protein_id=WP_005649006.1] [location=96721..97071] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001042601.1_1046 [gene=ligA] [locus_tag=SPNHU17_RS05295] [protein=NAD-dependent DNA ligase LigA] [protein_id=WP_001042601.1] [location=1048516..1050474] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569915.1_1046 [locus_tag=MC195_RS05385] [db_xref=GeneID:66585942] [protein=heavy metal translocating P-type ATPase] [protein_id=WP_081569915.1] [location=complement(1098832..1101477)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649008.1_1047 [locus_tag=FA898_RS05405] [protein=helix-turn-helix domain-containing protein] [protein_id=WP_005649008.1] [location=97471..97623] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000283068.1_1047 [gene=pulA] [locus_tag=SPNHU17_RS05300] [protein=type I pullulanase] [protein_id=WP_000283068.1] [location=1050586..1052865] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659350.1_1047 [locus_tag=MC195_RS09710] [db_xref=GeneID:66586775] [protein=hypothetical protein] [protein_id=WP_003659350.1] [location=1101619..1101786] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_075985527.1_1048 [locus_tag=FA898_RS05410] [protein=replication initiation protein] [protein_id=WP_075985527.1] [location=complement(97790..98680)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000199371.1_1048 [locus_tag=SPNHU17_RS05305] [protein=NADP-dependent glyceraldehyde-3-phosphate dehydrogenase] [protein_id=WP_000199371.1] [location=1053410..1054834] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569916.1_1048 [gene=mrcB] [locus_tag=MC195_RS05390] [db_xref=GeneID:66585943] [protein=penicillin-binding protein 1B] [protein_id=WP_081569916.1] [location=1101883..1104327] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649013.1_1049 [locus_tag=FA898_RS05415] [protein=pyrroline-5-carboxylate reductase] [protein_id=WP_005649013.1] [location=99346..100161] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000370242.1_1049 [gene=glgB] [locus_tag=SPNHU17_RS05310] [protein=1,4-alpha-glucan branching protein GlgB] [protein_id=WP_000370242.1] [location=1055317..1057245] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569917.1_1049 [locus_tag=MC195_RS05395] [db_xref=GeneID:66585944] [protein=phosphatase PAP2 family protein] [protein_id=WP_081569917.1] [location=complement(1104393..1107215)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_075985528.1_1050 [locus_tag=FA898_RS05420] [protein=3-phenylpropionate MFS transporter] [protein_id=WP_075985528.1] [location=100161..101327] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000787276.1_1050 [locus_tag=SPNHU17_RS05315] [protein=glucose-1-phosphate adenylyltransferase] [protein_id=WP_000787276.1] [location=1057235..1058377] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_013107806.1_1050 [gene=prmA] [locus_tag=MC195_RS05400] [db_xref=GeneID:66585945] [protein=50S ribosomal protein L11 methyltransferase] [protein_id=WP_013107806.1] [location=1107452..1108384] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649023.1_1051 [gene=xerD] [locus_tag=FA898_RS05425] [protein=site-specific tyrosine recombinase XerD] [protein_id=WP_005649023.1] [location=101358..102251] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000687070.1_1051 [gene=glgD] [locus_tag=SPNHU17_RS05320] [protein=glucose-1-phosphate adenylyltransferase subunit GlgD] [protein_id=WP_000687070.1] [location=1058367..1059506] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659339.1_1051 [locus_tag=MC195_RS05405] [db_xref=GeneID:66585946] [protein=Fis family transcriptional regulator] [protein_id=WP_003659339.1] [location=1108395..1108640] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005659998.1_1052 [locus_tag=FA898_RS05430] [protein=DUF5339 domain-containing protein] [protein_id=WP_005659998.1] [location=102424..102711] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000697287.1_1052 [gene=glgA] [locus_tag=SPNHU17_RS05325] [protein=glycogen synthase GlgA] [protein_id=WP_000697287.1] [location=1059503..1060936] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569918.1_1052 [locus_tag=MC195_RS05410] [db_xref=GeneID:66585947] [protein=YadA-like family protein] [protein_id=WP_081569918.1] [location=complement(1108966..1114932)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649027.1_1053 [gene=ruvB] [locus_tag=FA898_RS05435] [protein=Holliday junction branch migration DNA helicase RuvB] [protein_id=WP_005649027.1] [location=complement(102763..103770)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001811698.1_1053 [locus_tag=SPNHU17_RS05330] [protein=HAD-IB family phosphatase] [protein_id=WP_001811698.1] [location=1060995..1061366] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659336.1_1053 [gene=purH] [locus_tag=MC195_RS05415] [db_xref=GeneID:66585948] [protein=bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase] [protein_id=WP_003659336.1] [location=1115594..1117192] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005659994.1_1054 [gene=ruvA] [locus_tag=FA898_RS05440] [protein=Holliday junction branch migration protein RuvA] [protein_id=WP_005659994.1] [location=complement(103778..104392)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_041864705.1_1054 [locus_tag=SPNHU17_RS05335] [protein=HAD hydrolase family protein] [protein_id=WP_041864705.1] [location=1061311..1061640] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_065248915.1_1054 [locus_tag=MC195_RS05420] [db_xref=GeneID:66585949] [protein=SurA N-terminal domain-containing protein] [protein_id=WP_065248915.1] [location=complement(1117312..1119165)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005628536.1_1055 [gene=ruvC] [locus_tag=FA898_RS05445] [protein=crossover junction endodeoxyribonuclease RuvC] [protein_id=WP_005628536.1] [location=complement(104454..105026)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000706436.1_1055 [locus_tag=SPNHU17_RS05340] [protein=glycerate kinase] [protein_id=WP_000706436.1] [location=1061649..1062764] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659331.1_1055 [locus_tag=MC195_RS05425] [db_xref=GeneID:66585950] [protein=HU family DNA-binding protein] [protein_id=WP_003659331.1] [location=complement(1119330..1119602)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649034.1_1056 [locus_tag=FA898_RS05450] [protein=YebC/PmpR family DNA-binding transcriptional regulator] [protein_id=WP_005649034.1] [location=complement(105073..105813)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000131076.1_1056 [locus_tag=SPNHU17_RS05345] [protein=YueI family protein] [protein_id=WP_000131076.1] [location=complement(1062761..1063207)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659328.1_1056 [locus_tag=MC195_RS05430] [db_xref=GeneID:66585951] [protein=hypothetical protein] [protein_id=WP_003659328.1] [location=1120078..1120755] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005666660.1_1057 [gene=nudB] [locus_tag=FA898_RS05455] [protein=dihydroneopterin triphosphate diphosphatase] [protein_id=WP_005666660.1] [location=complement(105825..106298)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000022813.1_1057 [gene=eno] [locus_tag=SPNHU17_RS05350] [protein=phosphopyruvate hydratase] [protein_id=WP_000022813.1] [location=1063371..1064675] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659326.1_1057 [locus_tag=MC195_RS05435] [db_xref=GeneID:66585952] [protein=Rrf2 family transcriptional regulator] [protein_id=WP_003659326.1] [location=1120951..1121457] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649039.1_1058 [gene=aspS] [locus_tag=FA898_RS05460] [protein=aspartate--tRNA ligase] [protein_id=WP_005649039.1] [location=complement(106320..108086)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001817933.1_1058 [locus_tag=SPNHU17_RS05355] [protein=tyrosine-type recombinase/integrase] [protein_id=WP_001817933.1] [location=complement(1064813..1065193)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659325.1_1058 [locus_tag=MC195_RS05440] [db_xref=GeneID:66585953] [protein=IscS subfamily cysteine desulfurase] [protein_id=WP_003659325.1] [location=1121454..1122677] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649040.1_1059 [locus_tag=FA898_RS05465] [protein=isoprenylcysteine carboxyl methyltransferase family protein] [protein_id=WP_005649040.1] [location=108305..108823] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_208912231.1_1059 [locus_tag=SPNHU17_RS05360] [protein=transposase] [partial=5'] [protein_id=WP_208912231.1] [location=complement(1065159..>1065407)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659322.1_1059 [gene=iscU] [locus_tag=MC195_RS05445] [db_xref=GeneID:66585954] [protein=Fe-S cluster assembly scaffold IscU] [protein_id=WP_003659322.1] [location=1122854..1123237] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649042.1_1060 [gene=cmoA] [locus_tag=FA898_RS05470] [protein=carboxy-S-adenosyl-L-methionine synthase CmoA] [protein_id=WP_005649042.1] [location=108876..109601] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_1060 [locus_tag=SPNHU17_RS05365] [protein=diacylglycerol kinase family lipid kinase] [pseudo=true] [partial=5'] [location=<1066101..1066256] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659320.1_1060 [gene=iscA] [locus_tag=MC195_RS05450] [db_xref=GeneID:66585955] [protein=iron-sulfur cluster assembly protein IscA] [protein_id=WP_003659320.1] [location=1123347..1123667] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649046.1_1061 [locus_tag=FA898_RS05475] [protein=antitoxin] [protein_id=WP_005649046.1] [location=109694..109930] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000772379.1_1061 [gene=rexB] [locus_tag=SPNHU17_RS05370] [protein=ATP-dependent nuclease subunit B] [protein_id=WP_000772379.1] [location=1066456..1069731] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660641.1_1061 [gene=hscB] [locus_tag=MC195_RS05455] [db_xref=GeneID:66585956] [protein=Fe-S protein assembly co-chaperone HscB] [protein_id=WP_003660641.1] [location=1123694..1124212] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649049.1_1062 [locus_tag=FA898_RS05480] [protein=type II toxin-antitoxin system VapC family toxin] [protein_id=WP_005649049.1] [location=109927..110331] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000767219.1_1062 [gene=addA] [locus_tag=SPNHU17_RS05375] [protein=helicase-exonuclease AddAB subunit AddA] [protein_id=WP_000767219.1] [location=1069728..1073378] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003667971.1_1062 [gene=hscA] [locus_tag=MC195_RS05460] [db_xref=GeneID:66585957] [protein=Fe-S protein assembly chaperone HscA] [protein_id=WP_003667971.1] [location=1124365..1126224] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005654069.1_1063 [gene=gloA] [locus_tag=FA898_RS05485] [protein=lactoylglutathione lyase] [protein_id=WP_005654069.1] [location=110398..110805] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_1063 [locus_tag=SPNHU17_RS05380] [protein=hypothetical protein] [pseudo=true] [location=1073698..1074875] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660647.1_1063 [gene=fdx] [locus_tag=MC195_RS05465] [db_xref=GeneID:66585958] [protein=ISC system 2Fe-2S type ferredoxin] [protein_id=WP_003660647.1] [location=1126330..1126668] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_136429397.1_1064 [gene=rnt] [locus_tag=FA898_RS05490] [protein=ribonuclease T] [protein_id=WP_136429397.1] [location=110879..111568] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000417124.1_1064 [locus_tag=SPNHU17_RS05385] [protein=G5 domain-containing protein] [protein_id=WP_000417124.1] [location=1075084..1080762] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659312.1_1064 [locus_tag=MC195_RS09715] [db_xref=GeneID:66586776] [protein=hypothetical protein] [protein_id=WP_003659312.1] [location=complement(1126892..1127242)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005649062.1_1065 [locus_tag=FA898_RS05495] [protein=Na+/H+ antiporter family protein] [protein_id=WP_005649062.1] [location=111883..113235] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_208912237.1_1065 [locus_tag=SPNHU17_RS05390] [protein=LPXTG cell wall anchor domain-containing protein] [partial=3'] [protein_id=WP_208912237.1] [location=1080814..>1080964] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_1065 [gene=ggt] [locus_tag=MC195_RS05475] [db_xref=GeneID:66585959] [protein=gamma-glutamyltransferase] [pseudo=true] [location=complement(1127306..1129094)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_136429399.1_1066 [locus_tag=FA898_RS05500] [protein=primosomal replication protein] [protein_id=WP_136429399.1] [location=113267..113851] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000159607.1_1066 [locus_tag=SPNHU17_RS05395] [protein=hypothetical protein] [protein_id=WP_000159607.1] [location=1081563..1081736] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659309.1_1066 [gene=grxD] [locus_tag=MC195_RS05480] [db_xref=GeneID:66585960] [protein=Grx4 family monothiol glutaredoxin] [protein_id=WP_003659309.1] [location=complement(1129216..1129551)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_005669020.1_1067 [gene=efp] [locus_tag=FA898_RS05510] [protein=elongation factor P] [protein_id=WP_005669020.1] [location=complement(114203..114769)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000822767.1_1067 [locus_tag=SPNHU17_RS05400] [protein=replication initiator protein A] [protein_id=WP_000822767.1] [location=1081733..1082512] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003667968.1_1067 [locus_tag=MC195_RS05485] [db_xref=GeneID:66585961] [protein=cysteine hydrolase] [protein_id=WP_003667968.1] [location=complement(1129604..1130170)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_110437708.1_1068 [gene=epmB] [locus_tag=FA898_RS05515] [protein=EF-P beta-lysylation protein EpmB] [protein_id=WP_110437708.1] [location=114807..115823] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001210974.1_1068 [gene=dcm] [locus_tag=SPNHU17_RS05405] [protein=DNA (cytosine-5-)-methyltransferase] [protein_id=WP_001210974.1] [location=1082611..1083969] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_172830170.1_1068 [gene=ispF] [locus_tag=MC195_RS05490] [db_xref=GeneID:66585962] [protein=2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase] [protein_id=WP_172830170.1] [location=complement(1130227..1130712)] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_110437707.1_1069 [gene=oapA] [locus_tag=FA898_RS05520] [protein=opacity-associated protein OapA] [protein_id=WP_110437707.1] [location=115922..117217] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000645884.1_1069 [locus_tag=SPNHU17_RS05410] [protein=hypothetical protein] [protein_id=WP_000645884.1] [location=1083953..1084402] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003667965.1_1069 [gene=mnmA] [locus_tag=MC195_RS05495] [db_xref=GeneID:66585963] [protein=tRNA 2-thiouridine(34) synthase MnmA] [protein_id=WP_003667965.1] [location=1130814..1131992] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_110437706.1_1070 [locus_tag=FA898_RS05525] [protein=MliC family protein] [protein_id=WP_110437706.1] [location=117277..117681] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000566537.1_1070 [locus_tag=SPNHU17_RS05415] [protein=hypothetical protein] [protein_id=WP_000566537.1] [location=1084395..1084775] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569919.1_1070 [locus_tag=MC195_RS05500] [db_xref=GeneID:66585964] [protein=hypothetical protein] [protein_id=WP_081569919.1] [location=1131989..1133317] [gbkey=CDS]
>lcl|NZ_QWLX01000002.1_cds_WP_110437705.1_1071 [gene=recO] [locus_tag=FA898_RS05530] [protein=DNA repair protein RecO] [protein_id=WP_110437705.1] [location=117684..118394] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_055348755.1_1071 [locus_tag=SPNHU17_RS05420] [protein=hypothetical protein] [partial=3'] [protein_id=WP_055348755.1] [location=1084788..>1084983] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003659300.1_1071 [gene=purB] [locus_tag=MC195_RS05505] [db_xref=GeneID:66585965] [protein=adenylosuccinate lyase] [protein_id=WP_003659300.1] [location=1133425..1134813] [gbkey=CDS]
